date,year,region,measures,unit,index_value,percentage
1986-12,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",83.6,16.40%
1986-12,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",82.2,17.80%
1986-12,1986,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",102.5,-2.50%
1986-12,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",101.8,-1.80%
1986-12,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",102.2,-2.20%
1986-12,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",102,-2.00%
1986-12,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",102.3,-2.30%
1986-12,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.7,0.70%
1986-12,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.8,0.80%
1986-12,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1986-12,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1987-01,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",69.5,30.50%
1987-01,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1987-01,1987,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.1,4.10%
1987-01,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",70,30.00%
1987-01,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",83.5,16.50%
1987-01,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",82.1,17.90%
1987-01,1987,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",83.7,16.30%
1987-01,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",82.3,17.70%
1987-01,1987,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",102.6,-2.60%
1987-01,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",101.9,-1.90%
1987-01,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",102.1,-2.10%
1987-01,1987,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",102.1,-2.10%
1987-01,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",102.4,-2.40%
1987-01,1987,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.6,0.60%
1987-01,1987,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.7,0.70%
1987-01,1987,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.1,0.10%
1987-01,1987,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1987-02,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",69.8,30.20%
1987-02,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1987-02,1987,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.1,4.10%
1987-02,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",70.3,29.70%
1987-02,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",83.9,16.10%
1987-02,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",82.4,17.60%
1987-02,1987,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",83.9,16.10%
1987-02,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",82.5,17.50%
1987-02,1987,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",102.9,-2.90%
1987-02,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",102.3,-2.30%
1987-02,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",102.5,-2.50%
1987-02,1987,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",102.3,-2.30%
1987-02,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",102.6,-2.60%
1987-02,1987,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.7,0.70%
1987-02,1987,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.6,0.60%
1987-02,1987,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.1,0.10%
1987-02,1987,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1987-03,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",70.1,29.90%
1987-03,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1987-03,1987,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.2,4.20%
1987-03,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",70.5,29.50%
1987-03,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",84.2,15.80%
1987-03,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",82.8,17.20%
1987-03,1987,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",84.3,15.70%
1987-03,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",82.7,17.30%
1987-03,1987,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",103.2,-3.20%
1987-03,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",102.7,-2.70%
1987-03,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",102.9,-2.90%
1987-03,1987,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",102.8,-2.80%
1987-03,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",102.9,-2.90%
1987-03,1987,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.4,0.40%
1987-03,1987,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.2,0.20%
1987-03,1987,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1987-03,1987,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1987-04,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",70.4,29.60%
1987-04,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1987-04,1987,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.4,4.40%
1987-04,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",70.9,29.10%
1987-04,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",84.6,15.40%
1987-04,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",83.1,16.90%
1987-04,1987,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",84.6,15.40%
1987-04,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",83.1,16.90%
1987-04,1987,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",103.7,-3.70%
1987-04,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",103.1,-3.10%
1987-04,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",103.4,-3.40%
1987-04,1987,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",103.2,-3.20%
1987-04,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",103.4,-3.40%
1987-04,1987,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.2,0.20%
1987-04,1987,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,0.10%
1987-04,1987,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1987-04,1987,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,0.10%
1987-05,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",70.6,29.40%
1987-05,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1987-05,1987,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.4,4.40%
1987-05,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",71.3,28.70%
1987-05,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",85.1,14.90%
1987-05,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",83.4,16.60%
1987-05,1987,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",84.8,15.20%
1987-05,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",83.3,16.70%
1987-05,1987,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",104.2,-4.20%
1987-05,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",103.7,-3.70%
1987-05,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",103.8,-3.80%
1987-05,1987,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",103.4,-3.40%
1987-05,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",103.6,-3.60%
1987-05,1987,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.3,0.30%
1987-05,1987,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.2,0.20%
1987-05,1987,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1987-05,1987,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1987-06,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",70.7,29.30%
1987-06,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1987-06,1987,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.3,4.30%
1987-06,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",71.5,28.50%
1987-06,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",85.3,14.70%
1987-06,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",83.6,16.40%
1987-06,1987,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",85.1,14.90%
1987-06,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",83.5,16.50%
1987-06,1987,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",104.2,-4.20%
1987-06,1987,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",104,-4.00%
1987-06,1987,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",103.9,-3.90%
